Date,Open,High,Low,Close,Adj Close,Volume
2020-03-26,85000.000000,87900.000000,80400.000000,80700.000000,76915.062500,7895289
2020-03-27,85700.000000,85700.000000,80500.000000,83300.000000,79393.109375,8085695
2020-03-30,81000.000000,84900.000000,80000.000000,83700.000000,79774.351563,5270037
2020-03-31,84000.000000,85500.000000,82000.000000,83300.000000,79393.109375,5333479
2020-04-01,82100.000000,83200.000000,78400.000000,78400.000000,74722.937500,6845675
2020-04-02,78800.000000,80000.000000,76500.000000,80000.000000,76247.882813,5394371
2020-04-03,80000.000000,80800.000000,78500.000000,79600.000000,75866.656250,3755301
2020-04-06,81000.000000,83300.000000,80200.000000,83100.000000,79202.492188,5784159
2020-04-07,86600.000000,86700.000000,83700.000000,85800.000000,81775.859375,6188649
2020-04-08,85800.000000,86500.000000,84500.000000,84500.000000,80536.828125,3749575
2020-04-09,86200.000000,86500.000000,84500.000000,85000.000000,81013.375000,3555538
2020-04-10,84000.000000,84400.000000,83000.000000,84100.000000,80155.593750,3675338
2020-04-13,83200.000000,83400.000000,81100.000000,81400.000000,77582.218750,3615318
2020-04-14,82200.000000,83700.000000,81200.000000,82300.000000,78440.015625,3344109
2020-04-16,80600.000000,82300.000000,80600.000000,81300.000000,77486.921875,4470072
2020-04-17,83600.000000,85900.000000,83200.000000,84100.000000,80155.593750,6205624
2020-04-20,83900.000000,83900.000000,82000.000000,82000.000000,78154.078125,5027876
2020-04-21,80600.000000,82200.000000,80200.000000,81300.000000,77486.921875,5090721
2020-04-22,80600.000000,83900.000000,80000.000000,83900.000000,79964.968750,5335787
2020-04-23,85200.000000,85200.000000,82000.000000,82600.000000,78725.953125,6519481
2020-04-24,82000.000000,82500.000000,80800.000000,81400.000000,77582.218750,3193144
2020-04-27,81700.000000,83200.000000,81200.000000,82600.000000,78725.953125,3235430
2020-04-28,82500.000000,83900.000000,82400.000000,83400.000000,79488.421875,3205535
2020-04-29,83500.000000,84800.000000,82900.000000,83700.000000,79774.351563,3750568
2020-05-04,82900.000000,82900.000000,80800.000000,81000.000000,77200.984375,5280026
2020-05-06,82000.000000,82500.000000,80900.000000,82400.000000,78535.312500,3351424
2020-05-07,82400.000000,83400.000000,81800.000000,82400.000000,78535.312500,2660512
2020-05-08,83000.000000,85500.000000,83000.000000,85000.000000,81013.375000,5039635
2020-05-11,84500.000000,85200.000000,84100.000000,84500.000000,80536.828125,2800047
2020-05-12,84500.000000,86500.000000,83200.000000,85700.000000,81680.554688,3574409
2020-05-13,83500.000000,84100.000000,83000.000000,83600.000000,79679.031250,5371416
2020-05-14,82200.000000,82500.000000,80600.000000,80600.000000,76819.734375,6409652
2020-05-15,81500.000000,82300.000000,80700.000000,81900.000000,78058.789063,4168866
2020-05-18,80400.000000,81800.000000,79200.000000,81100.000000,77296.304688,5294177
